,Market Name,Address Line 1,City,Zip,Contact,State,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude
584,Sea Cliff Farmers Market,256 Sea Cliff Ave,"Sea Cliff,",11579.0,Amy Peters,NY,5163185487,https://www.facebook.com/seaclifffarmersmarket/,Saturdays 12-4 PM,"November 2- April 25, 2020",M/X/W/P,N,N,N,Y,40.84926,-73.64623
585,Canandaigua Farmers' Market,167 Mill Street,Canandaigua,14424.0,Brian Howell,NY,5854064771,http://www.canandaiguafarmersmarket.com,Sat  8:30am-12:30pm,June 6-October 31,M,Y,N,N,Y,42.8857,-77.27849
586,Empire State Plaza Wed Farmers' Market,170 State St,Albany,12210.0,Nicholas DeBlois,NY,5184863966,http://www.ogs.ny.gov,Wednesday  10am-2pm,July-October,M,Y,Y,N,Y,42.65068,-73.758
587,Haven of Hope Farm Stand,19 Cemetery Street,Fonda,12068.0,Pat Brooking,NY,5185223342,http://www.havenofhopefarm.org,"Fri/Sat 9am-4pm, Sunday 12pm-2pm",April 3-December 23,P/M/X,Y,Y,N,Y,42.95627,-74.36841
588,Curbside Market-EL Towers,500 South Ave,Rochester,14620.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue  4:30pm-6pm,July 7-December 15,M/X,Y,Y,N,Y,43.1465,-77.60524000000001
589,Huntington Farm Stand I,9715 Ridge Rd.,Middleport,14105.0,Dan Huntington,NY,7163930590,,Daily 9am-7pm,June -October,M,Y,N,N,Y,43.24672,-78.48848000000001
590,Veggie Mobile-Center for Disability,700 South Pearl Street,Albany,12202.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 12:15pm-1pm,Year-round,YR,Y,Y,Y,Y,42.63003,-73.76585
591,Palisades Indoor WINTER Farmers' Market,675 Oak Tree Rd,Palisades,10964.0,Carol Baxter,NY,8453593988,http://www.palisadesfm.org,Saturday  9am-1pm,December 7-May,W/P,N,N,N,Y,41.011524,-73.917671
592,Jackson Heights Greenmarket,78-99 34th Ave,Jackson heights,11372.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/queens/jackson-heights,Sunday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.7535,-73.88790999999999
593,On the River Farm Stand,7579 Route 19,Belfast,14711.0,Stephen Demarte,NY,7165605594,,"Mon-Fri 3pm-6pm, Sat/Sun 12pm-6pm",June-November,M,Y,N,N,Y,42.34485,-78.11563000000001
594,Newark Farmers' Market,303 East Avenue,Newark,14513.0,Andrew Bodine,NY,3158791120,http://www.facebook.com/newarkfarmersmarket,Thursday  2pm-6pm,June 25-October 22,M,Y,Y,N,Y,43.04412,-77.09252
595,Bartel-Pritchard Square Wed Greenmarket,Prospect Park West and 14th Street,Brooklyn,11215.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Wednesday 8am-3pm,Year-round,YR,Y,Y,N,Y,40.6616,-73.97939000000001
596,Curbside Market-Seneca Apartments-Geneva,529 Exchange St,Geneva,14456.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 1:45pm-2:45pm,July 10-December 18,M/X,Y,Y,N,Y,42.866690000000006,-76.98159
597,Groundwork Market Garden Farm Stand,1698 Genesee St.,Buffalo,14211.0,Mayda Pozantides,NY,7169087396,http://www.groundworkmg.com,Tuesday  4pm-7pm,June 9-October 27,M,Y,Y,N,Y,42.910920000000004,-78.81813000000001
598,Curbside Market-Charlotte Harbortower II,60 River Street,Rochester,14612.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 4:15pm-5:30pm,July 10-December 18,M/X,Y,Y,N,Y,43.2444,-77.61607
599,Badman's Bushel Basket,14698 Route 90,Cortland,13045.0,Scott Badman,NY,6077495233,,"Tue-Sat  9am-6:30pm, Sun 9am-5pm",May 5-October 30,P/M,Y,N,N,Y,42.63978,-76.27521999999999
600,Borough Park Greenmarket,14th Ave and 49th St,Brooklyn,11219.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-3pm,July 2-November 19,M,Y,Y,N,Y,40.6337,-73.98992
601,New Covenant Farmers' Market,916 Western Ave,Albany,12203.0,Katy Stenta,NY,5184828063,http://www.facebook.com/NewCovenantFarmersMarket/,Tuesday  3pm-6pm,May 19-September 29,P/M,Y,N,N,Y,42.67228,-73.81026
602,Dolgeville Farmers' Market,South Helmer Avenue,Dolgeville,13329.0,Christin Reynolds,NY,3158684557,http://www.facebook.com/DolgevilleFarmersMarket/,Saturday  9am-1pm,June 6-October 10,M,Y,N,N,Y,43.100570000000005,-74.7755
603,Delhi Farmers' Market,Main St and Court St,Delhi,13753.0,Meg Kennedy,NY,6072938128,http://www.facebook.com/DelhiFarmersMarket/,Wednesday  9am-2pm,June 3-September 30,M,Y,N,N,Y,42.277440000000006,-74.91673
604,Anderson's Produce Farm Stand,3058 Terry Road,Sinclairville,14782.0,Barb Swan,NY,7169622514,http://www.freshlocalwny.org/andersons_produce,Fri/Sat/Sun 12pm-5pm,July 24-October 31,M,Y,N,N,Y,42.22834,-79.2554
605,Northshire Farm Farm Stand,1067 US Highway 20,West Winfield,13491.0,S. James Grillo,NY,3157256226,http://www.northshirefarmstore.com,Daily 9am-7pm,June 1-December 1,M/X,Y,N,N,Y,42.894709999999996,-75.14503
606,Harvest Home Co-op City Farm Stand,199 Aldrich St.,Bronx,10475.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 17 - November 25,M,Y,Y,N,Y,40.87025,-73.83097
607,MAP Mobile Market-Buffalo Promise,3251 Bailey Ave,Buffalo,14215.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Tuesday 3pm-5pm,June 23-October 27,M,Y,Y,N,Y,42.9433,-78.8134
608,Valley View Farms Farm Stand,44 James St,Homer,13077.0,Joan Franklin,NY,6077493424,,Thursday 1pm-5pm,August 6-October 31,M,Y,N,N,Y,42.63646,-76.18335
609,Sullivan Fresh Market on the Move-Loch Sheldrake,Hasbrouck Rd.@ CR52,Lock Sheldrake,12788.0,Michelle Proscia,NY,8452926180,,Wednesday 3pm-5pm,July 1-Septebmer 30,M,Y,Y,N,Y,41.75888,-74.60189
610,Indian Lake Community Farmers' Market,Route 28 and Route 30,Indian Lake,12842.0,Brenda Valentine,NY,5186485636,http://www.facebook.com/IndianLakeFarmersMarket/,Saturday  10am-2pm,July 4-September 26,M,Y,N,N,Y,43.78247,-74.26541
611,Elmhurst Hospital Greenmarket,41st Ave and 80th St,Elmhurst,11373.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org,Tuesday  8am-4pm,June 2-November 24,M,Y,Y,N,Y,40.7458,-73.88548
612,JCEO MM-Rainbow Park,2478 Rte 37,Fort Covington,12937.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Tue  12:15pm-2:00pm,June 9-October 13,M,Y,Y,N,Y,44.98837,-74.49625
613,City of Utica Farmers' Market,Bleeker St and 1st St,Utica,13501.0,Thalia Hunter,NY,3157920114,,Wednesday  8am-5pm,June 24-October 28,M,Y,Y,N,Y,43.100429999999996,-75.22483000000001
614,Friday Community Farmers' Market,East Park Place,Norwich,13815.0,Carol Eichler,NY,6073347674,,Friday/Sat  8am-4pm,May 1-November 30,P/M,Y,N,N,Y,42.53184,-75.5229
615,Fulton Farmers' Market,Canalview Mall,Fulton,13069.0,Sara Broadwell,NY,3153437681,,Saturday  8am-12pm,June 13-October 10,M,Y,Y,N,Y,43.3111,-76.40499
616,57th Street Saturday Greenmarket,891 Tenth Ave,New York,10019.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-5pm,June 6-November 21,M,Y,Y,N,Y,40.76943,-73.98835
617,HOG Farm Stand-Brookhaven,319 Beaverdam Rd,Brookhaven,11719.0,Lauren Napoli,NY,6317902561,http://thehogfarm.org,"M/W/F 3:30pm-6:30pm, Saturday  9am-1pm",May 20-December 20,P/M/X,Y,Y,N,Y,40.77329,-72.90525
618,Cooperstown Saturday Farmers' Market,101 Main St,Cooperstown,13326.0,Ellen Pope,NY,6075478881,http://www.cooperstownfarmersmarket.org,"Saturday 9am-2pm, 10am-2pm (Jan-Apr)",Year-round,YR,Y,Y,N,Y,42.70001,-74.92526
619,Country Fresh Tanger Outlets Farmers' Market,152 The Arches Circle,Deer Park,11747.0,Mary Schneider,NY,6316735844,,Saturday  10am-3pm,June 6-October 31,M,Y,N,N,Y,40.76307,-73.30507
620,Kinderhook Farmers' Market,US Route 9 and Hudson St,Kinderhook,12106.0,Kim Voltz,NY,5187559293,http://www.kinderhookfarmersmarket.com,Sat 8:30am-12:30pm,May 9-October 10,P/M,Y,N,N,Y,42.3954,-73.69816999999999
621,Rockefeller Center Wed Greenmarket,Rockefeller Plaza and West 50th St,New York,10112.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,July 15-August 19; Sept 30-October 21,M,Y,Y,N,Y,40.75907,-73.97846
622,Hammond Farmers' and Artisans Market,1A North Main Street,Hammond,13646.0,Lori Thistle,NY,3153245032,http://www.facebook.com/thehammondfarmersmarket,Wednesday  3pm-6pm,June 19-September 18,M,Y,Y,N,Y,44.45118,-75.69312
623,Liberty Farmers' Market,119 N Main St,Liberty,12754.0,Beth Sullivan,NY,8454391230,http://www.catskillmountainkeeper.org,Friday 3pm-6pm,June 19-September 11,M,Y,Y,N,Y,41.80129,-74.74684
624,Cambridge Valley WINTER Farmers' Market,5 Washington Street,Cambridge,12816.0,Lindsay Fisk,NY,5185389467,http://www.cambridgevalleyfarmersmarket.com/,Sunday  10am-2pm,Nov 1-December 20,M/X,Y,N,N,Y,43.02872,-73.37955
625,Drinkwine Produce Farm Stand,Route 9N and 22 Street Road,Ticonderoga,12883.0,Henry Drinkwine,NY,5185856346,,"Mon-Sat  10am-6pm, Sun 10am-6pm",July 18-October 30,M,Y,N,N,Y,43.880320000000005,-73.44955
626,Oswego Farmers' Market,West Bridge St and West 1st St,Oswego,13126.0,Sara Broadwell,NY,3153437681,http://www.facebook.com/oswegofarmmarket,Thu  4:15pm-7:45pm,June 11-October 8,M,Y,Y,N,Y,43.456559999999996,-76.51127
627,Prays Family Farm Stand -Tupper Lake,89 Demars Blvd.,Tupper Lake,12986.0,Darcy Pray,NY,5188347437,,Saturday 9am-4pm,June 20-October 31,M,Y,N,N,Y,44.23305,-74.46489
628,Webster's Joe Obbie Farmers' Market,1028 Ridge Road,Webster,14580.0,Jason Bliek,NY,5852611533,http://www.webstersjoeobbiefarmersmarketinc.org,Saturday 8:30-1pm,June 13-October 31,M,Y,N,N,Y,43.20964,-77.45416
629,Mountain Weavers' Farm Store,4322 Main Street,Port Henry,12974.0,Pam Munson,NY,5185463386,http://www.mountainweaversguild.com,Mon-Fri 8am-4pm,Year-Round,YR,Y,Y,N,Y,44.04849,-73.45958
630,Veggie Mobile-Summit Towers,720 Albany street,Schenectady,12307.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,YR,Y,Y,Y,Y,42.80923,-73.93822
631,Schoharie Co. Festival Sat Farmers' Market,942 E. Main Rt. 7E,Cobleskill,12043.0,Donna Olsen,NY,5182842609,,Saturday  10am-2pm,July 11-October 10,M,Y,Y,N,Y,42.68005,-74.46673
632,Cazenovia WINTER Farmers' Market,26 Chenango Street,Cazenovia,13035.0,Tricia Park,NY,3157202141,http://www.cazenoviachamber.com,3rd Saturday  10am-1pm,November 1-March 1,M/X/W/P,N,N,N,Y,42.92467,-75.85168
633,Harvest Home St. Marys Park Farm Stand,646 E 149th St,Bronx,10455.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,June 4-November 19,M,Y,Y,N,Y,40.810990000000004,-73.91173
634,Niagara Falls City Monday Market,1800-1808 Pine Ave,Niagara Falls,14301.0,Victor Muto,NY,7167540798,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Monday  9am-3pm,Year-round,YR,Y,N,N,Y,43.09513,-79.03971999999999
635,Morningside Park Farmers' Market,265 Manhattan Ave.,New York,10025.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Saturday 9am-3pm,May 2-December 19,P/M/X,Y,Y,N,Y,40.80173,-73.95915
636,Veggie Mobile-Hillside View Apts,602 Craig Street,Schenectady,12307.0,Audrey Bridge,NY,5182748685,http://www.captialroots.org,Friday 2:15pm-3pm,Year-round,YR,Y,Y,Y,Y,42.80323,-73.93741
637,Pleasantville Farmers' Market,Manville Rd and Wheeler Ave,Pleasantville,10570.0,Steven Bates,NY,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,March 14-December 19,P/M,Y,Y,N,Y,41.135259999999995,-73.79218
638,Johnstown Farmers' Market,109 E. Main Street,Johnstown,12095.0,Michael Tillson,NY,5188829306,http://www.fmfma.org,Tuesday  3pm-6pm,June 23-October 13,M,Y,N,N,Y,43.00636,-74.37420999999999
639,TFFJ Fresh Farm Market-Bronx,100 W Mosholu Pkwy South,Bronx,10468.0,Katherine Soll,NY,9292411029,http://www.teensforfoodjustice.org,Thursday 3pm-6pm,Year-Round,YR,N,Y,N,Y,40.88007,-73.88593
640,Nyack WINTER Farmers' Market,"56 Depew Ave, NY",Nyack,10960.0,Pam Moskowitz,NY,8454943408,http://www.nyackchamber.org,Thursday  8am-2pm,January 3-March 28,W,N,Y,N,Y,41.089496000000004,-73.919311
641,Tuxedo Farmers' Market,240 State Route 17,Tuxedo,10987.0,Lorraine Barbarash,NY,8453251278,http://www.tuxedofarmersmarket.com,Saturday  9am-2pm,June 13-October 31,M,N,N,N,Y,41.19447,-74.18446999999999
642,Savoy Park Farmers Market,560 Malcom X Blvd,New York,10037.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Saturday 9am-3pm,August 15-November 27,M,Y,N,N,Y,40.81624,-73.93896
643,Veggie Van MM-St John De LaSalle,8600 Buffalo Ave.,Niagara Falls,14304.0,Jen Regan,NY,7162990905,,Thursday 10am-11am,June 1-October 31,M,Y,Y,N,Y,43.076370000000004,-78.96524000000001
644,Perry Farmers' Market,Main St and Borden Ave,Perry,14530.0,Rick Hauser,NY,5859913893,http://www.perryfarmersmarket.com,Sat  8:30am-12:30pm,June 20-September 26,M,Y,N,N,Y,42.71842,-78.00218000000001
645,Cortelyou Greenmarket,1399 Cortelyou Rd,Brooklyn,11226.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Sunday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.640440000000005,-73.96616999999999
646,Bissel Gardens Farmers' Market-Sat,Baychester Ave and East 241st St,Bronx,10470.0,Heather Dombrowa,NY,3474272547,http://www.bisselgardens.org,Sat  10am-5pm,August 1-November 21,M,Y,N,N,Y,40.901509999999995,-73.84702
647,Alexandria Bay Farmers' Market,21 Route 12,Alexandria Bay,13607.0,Keri Jobson,NY,3154829531,http://www.visitalexbay.org,Friday  9am-3pm,May 25-September 14,P/M,N,N,N,Y,44.33191,-75.91425
648,Curbside Market-Manhattan Sq Family Medicine,454 E Broad St,Rochester,14607.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Thu 2:15pm-3:30pm,July 9-December 17,M/X,Y,Y,N,Y,43.15531,-77.59957
649,East Aurora Saturday Farmers' Market,123 Grey St,East Aurora,14052.0,Gail Fenton,NY,5853439491,http://www.eastaurorafarmersmarket.com,Saturday  7am-1pm,May 2-November 21,P/M,Y,N,N,Y,42.76593,-78.63413
650,Brooklyn Grange Farm Stand @ SSP,850 3rd Ave,Brooklyn,11232.0,Ben Flanner,NY,6082150218,http://www.brooklyngrangefarm.org,Sunday 10am-4pm,May 24-November 1,M,Y,N,N,Y,40.6594,-74.0044
651,Brockport Farmers' Market,Main St and Market St,Brockport,14420.0,Charlene Veltz,NY,5857503382,http://www.brockportny.org/community/farmers-market,Sunday  8am-1pm,June 21 -October 25,M,Y,N,N,Y,43.215559999999996,-77.9385
652,Damin Farm Stand,8075 State Highway 5,St. Johnsville,13452.0,Barb Damin,NY,5185682643,,Daily  9am-6pm,Year-round,YR,Y,Y,N,Y,43.00497,-74.72233
653,Harvest Home Jacobi Hospital Fri Farmers Market,1400 Pelham Parkway,Bronx,10461.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,July 10 -November 20,P/M,Y,Y,N,Y,40.85738,-73.84631
654,Owls Landing Farm Farm Stand,7411 West Road,Lowville,13367.0,John Ingham,NY,3153762268,http://owlslandingfarm.com,"Mon-Fri 3p-5p            , Sat/Sun 1p-6pm",September 1-Nov 30,M,Y,N,N,Y,43.78906,-75.54409
655,Rochester Public Market-Saturday,280 North Union St.,Rochester,14609.0,Cindy De Coste,NY,5854286907,http://www.cityofrochester.gov/publicmarket,Saturday 5am-3pm,Year-round,YR,Y,Y,N,Y,43.1657,-77.59016
656,Lyons Farmers' Market,32 Church Street,Lyons,14489.0,Joan Delaro,NY,3158714220,http://www.lyonsny.com/farmers-market.html,Sat  7:30am-12pm,June 20-October 31,M,Y,N,N,Y,43.063359999999996,-76.99243
657,Veggie Mobile Sprout-Edward A. Kane Apts,5 115th Street,Troy,12182.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu 11am-11:30am,Year-round,YR,Y,Y,Y,Y,42.7748,-73.67761
658,Capital Roots Produce Project Farm Stand,261 8th Street,Troy,12180.0,Nell Roberts,NY,5182748685,http://www.capitalroots.org,Tuesday  4pm-6pm,May 5-October 27,P/M,Y,Y,N,Y,42.73697,-73.68247
659,Clifton Park Farmers' Market,971 State Route 146,Clifton Park,12065.0,Emily Meagher,NY,5187083698,http://www.saratogafarmersmarket.org,Monday  2pm-5pm,June 1-October 26,M,Y,N,N,Y,42.8688,-73.80859
660,Gloversville Farmers' Market,9 Elm Street,Gloversville,12078.0,Michael Tillson,NY,5188829306,http://www.fmfma.org,Sat  8:30am-12:30pm,May 2-October 17,P/M,Y,Y,N,Y,43.052603999999995,-74.34579599999999
661,Flushing Greenmarket,Kissena Boulevard and Maple Avenue,Flushing,11355.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Wednesday  8am-3pm,July 8-November 25,M,Y,Y,N,Y,40.75636,-73.82579
662,JCEO MM-Franklin Co Courthouse,355 W Main St.,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Thurs  11:30am-2pm,June 11-October 15,M,Y,Y,N,Y,44.84882,-74.29518
663,R.E.A.P. Olean Farmers' Market,400 N. Union St.,Olean,14760.0,Stephanie Beneg,NY,7163745257,http://www.oleanfarmersmarket.com,Saturday  8am-1pm,May 2-October 31,P/M,Y,Y,N,Y,42.083290000000005,-78.42987
664,Kennedy Plaza Long Beach Farmers' Market -Wed,1 West Chester St,Long Beach,11561.0,Bernadette Martin,NY,5165643485,http://www.ligreenmarket.org,Wednesday 9am-2pm,June 17-November 25,P/M,Y,N,N,Y,40.58943,-73.66592
665,Columbia Thu Greenmarket,Broadway and West 115th St,New York,10027.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/columbia-th,Thursday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.80731,-73.9643
666,Port Jervis Farmers' Market,100 Pike Street,Port Jervis,12771.0,Sarah Worthy,NY,8458005130,http://www.pjfarmmarket.com,Saturday  10am-2pm,June 6-October 3,M,Y,Y,N,Y,41.37555,-74.69237
667,Larchmont Farmers' Market,Metro-North parking deck off Chatsworth Avenue,Larchmont,10538.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Saturday  8:30am-1pm,May 2-December 19,P/M/X,Y,Y,Y,Y,40.93322,-73.75950999999999
668,Canandaigua WINTER Farmers' Market,Antis St.,Canandaigua,14424.0,Rich Riedman,NY,5853946597,,"Every other Sat  , 10am-11am",November 14-May 31,M/X/W/P,Y,N,N,Y,42.88362,-77.2801
669,Isabahlia Farm Stand-Rockaway Ave,514 Rockaway Avenue,Brooklyn,11212.0,Brenda Thompson-Duchene,NY,7184983174,http://www.isabahlialoefinc.org,Fri/Sat 8am-3pm,June 30-October 31,M,Y,Y,N,Y,40.66751,-73.91020999999999
670,Waterloo Rotary Farmers' Market,22 Locust Street,Waterloo,13165.0,Dan Grillone,NY,8133820889,http://www.waterloofarmmarket.com,Saturday  9am-1pm,June 20-October 3,M,Y,Y,N,Y,42.90253,-76.86587
671,Seven Counties Farmers' Market-Fri,153 Main Street,Owego,13827.0,John Purdy,NY,6076428439,,Friday  9am-1pm,June 19-October 30,M,Y,N,N,Y,42.10315,-76.26335999999999
672,Enchanted Mountains Farmers Market,1900 Constituion Ave,Olean,14760.0,Tammy Gardner,NY,7165435475,,Friday 2pm-6pm,May 29-October 23,P/M,Y,N,N,Y,42.083040000000004,-78.45343000000001
673,Steen Orchard Farm Stand,1496 St Rt 11,Brushton,12916.0,Leona Steen,NY,5185296398,,"Mon-Fri 10am-6pm, Sat/Sun 11am-4pm",June 1-Oct 31,M,Y,N,N,Y,44.83379,-74.49148000000001
674,Veggie Mobile-Whitney Young Health Ctr,920 Lark Drive,Albany,12207.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 11am-12pm,Year-round,YR,Y,Y,Y,Y,42.66215,-73.74859000000001
675,Windswept Meadows Farm Stand,17025 County Road 68,Watertown,13601.0,Delta Keeney,NY,3157881933,http://www.keeneyswindsweptmeadowsfarm.com,Daily  7am-8pm,June 26-October 29,M,Y,Y,N,Y,43.917840000000005,-75.87206
676,Rhinebeck Farmers' Market,61 East Market St,Rhinebeck,12572.0,Andrea Bartolomeo,NY,5188211481,http://www.rhinebeckfarmersmarket.com,Sunday  10am-2pm,May 3-December 27,P/M/X,Y,Y,N,Y,41.927040000000005,-73.91027
677,Farmers' Market at the Crossings,580 Albany Shaker Rd,Colonie,12211.0,Laura Archambault,NY,5187832760,http://www.colonie.org,Saturday  9am-1pm,June 13-September 26,M,Y,N,N,Y,42.710159999999995,-73.78029000000001
678,Troy Waterfront Farmers' Market,282 River St,Troy,12180.0,Stephen Ridler,NY,5187084216,http://www.troymarket.org,Saturday  8:30am-4pm,May 16-October 26,P/M,Y,Y,Y,Y,42.73214,-73.6905
679,Riverside Farms Farm Market,3314 Riverside Drive,Scio,14895.0,Stephen Demarte,NY,7165605594,,"Mon-Fri  10am-7pm, Sat/Sun  12pm-6pm",April-December,P/M/X,Y,N,N,Y,42.14093,-77.97553
680,Pawling Farmers' Market,154 Charles Colman Blvd.,Pawling,12564.0,Betsy Montgomery,NY,9179418762,http://www.pawlingfarmersmarket.org,Saturday  9am-1pm,June 13-September 27,M,Y,N,N,Y,41.56315,-73.60143000000001
681,Lockport Community WINTER Farmers' Market,210 Walnut Street,Lockport,14094.0,Jessica Dittly,NY,7164340212,http://www.lockportcommunitymarket.com,1st & 3rd Saturday  10am-2pm,November 2-May 16,M/X/W/P,N,Y,N,Y,43.16982,-78.68755
682,Fort Plain Farm Stand,12 Willet Street,Fort Plain,13339.0,Annette Rorick,NY,5189934271,,Thu/Fri  10am-3pm,June 25-October 30,M,Y,N,N,Y,42.9316,-74.62182
683,Chelsea Farmers' Market,383 W 23rd Street,New York,10011.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-3pm,June 6-December 19,P/M/X,Y,Y,N,Y,40.74633,-74.00081
